date,pharmacy_id,barcode,daily_sales,lag_1,lag_7,lag_14,roll_mean_7,roll_mean_14,day_of_week,is_weekend,month,target_next_day
2024-09-01,Ph01_Z01_C01,3.76025E+12,1.0,0.0,1.0,0.0,1.1428571428571428,1.0714285714285714,6,1,9,1.0
2024-09-02,Ph01_Z01_C01,3.76025E+12,1.0,1.0,0.0,2.0,1.2857142857142858,1.0,0,0,9,0.0
2024-09-03,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,1.0,1.2857142857142858,0.9285714285714286,1,0,9,2.0
2024-09-04,Ph01_Z01_C01,3.76025E+12,2.0,0.0,1.0,1.0,1.4285714285714286,1.0,2,0,9,0.0
2024-09-05,Ph01_Z01_C01,3.76025E+12,0.0,2.0,2.0,0.0,1.1428571428571428,1.0,3,0,9,1.0
2024-09-06,Ph01_Z01_C01,3.76025E+12,1.0,0.0,4.0,0.0,0.7142857142857143,1.0714285714285714,4,0,9,0.0
2024-09-07,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,2.0,0.7142857142857143,0.9285714285714286,5,1,9,0.0
2024-09-08,Ph01_Z01_C01,3.76025E+12,0.0,0.0,1.0,1.0,0.5714285714285714,0.8571428571428571,6,1,9,1.0
2024-09-09,Ph01_Z01_C01,3.76025E+12,1.0,0.0,1.0,0.0,0.5714285714285714,0.9285714285714286,0,0,9,0.0
2024-09-10,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,0.0,0.5714285714285714,0.9285714285714286,1,0,9,0.0
2024-09-11,Ph01_Z01_C01,3.76025E+12,0.0,0.0,2.0,1.0,0.2857142857142857,0.8571428571428571,2,0,9,2.0
2024-09-12,Ph01_Z01_C01,3.76025E+12,2.0,0.0,0.0,2.0,0.5714285714285714,0.8571428571428571,3,0,9,0.0
2024-09-13,Ph01_Z01_C01,3.76025E+12,0.0,2.0,1.0,4.0,0.42857142857142855,0.5714285714285714,4,0,9,1.0
2024-09-14,Ph01_Z01_C01,3.76025E+12,1.0,0.0,0.0,0.0,0.5714285714285714,0.6428571428571429,5,1,9,0.0
2024-09-15,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,1.0,0.5714285714285714,0.5714285714285714,6,1,9,0.0
2024-09-16,Ph01_Z01_C01,3.76025E+12,0.0,0.0,1.0,1.0,0.42857142857142855,0.5,0,0,9,0.0
2024-09-17,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,0.0,0.42857142857142855,0.5,1,0,9,0.0
2024-09-18,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,2.0,0.42857142857142855,0.35714285714285715,2,0,9,0.0
2024-09-19,Ph01_Z01_C01,3.76025E+12,0.0,0.0,2.0,0.0,0.14285714285714285,0.35714285714285715,3,0,9,0.0
2024-09-20,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,1.0,0.14285714285714285,0.2857142857142857,4,0,9,0.0
2024-09-21,Ph01_Z01_C01,3.76025E+12,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,5,1,9,1.0
2024-09-22,Ph01_Z01_C01,3.76025E+12,1.0,0.0,0.0,0.0,0.14285714285714285,0.35714285714285715,6,1,9,0.0
2024-09-23,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,1.0,0.14285714285714285,0.2857142857142857,0,0,9,0.0
2024-09-24,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,1,0,9,0.0
2024-09-25,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,2,0,9,1.0
2024-09-26,Ph01_Z01_C01,3.76025E+12,1.0,0.0,0.0,2.0,0.2857142857142857,0.21428571428571427,3,0,9,1.0
2024-09-27,Ph01_Z01_C01,3.76025E+12,1.0,1.0,0.0,0.0,0.42857142857142855,0.2857142857142857,4,0,9,0.0
2024-09-28,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,1.0,0.42857142857142855,0.21428571428571427,5,1,9,0.0
2024-09-29,Ph01_Z01_C01,3.76025E+12,0.0,0.0,1.0,0.0,0.2857142857142857,0.21428571428571427,6,1,9,2.0
2024-09-30,Ph01_Z01_C01,3.76025E+12,2.0,0.0,0.0,0.0,0.5714285714285714,0.35714285714285715,0,0,9,0.0
2024-10-01,Ph01_Z01_C01,3.76025E+12,0.0,2.0,0.0,0.0,0.5714285714285714,0.35714285714285715,1,0,10,0.0
2024-10-02,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,0.0,0.5714285714285714,0.35714285714285715,2,0,10,2.0
2024-10-03,Ph01_Z01_C01,3.76025E+12,2.0,0.0,1.0,0.0,0.7142857142857143,0.5,3,0,10,1.0
2024-10-04,Ph01_Z01_C01,3.76025E+12,1.0,2.0,1.0,0.0,0.7142857142857143,0.5714285714285714,4,0,10,0.0
2024-10-05,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,0.0,0.7142857142857143,0.5714285714285714,5,1,10,3.0
2024-10-06,Ph01_Z01_C01,3.76025E+12,3.0,0.0,0.0,1.0,1.1428571428571428,0.7142857142857143,6,1,10,0.0
2024-10-07,Ph01_Z01_C01,3.76025E+12,0.0,3.0,2.0,0.0,0.8571428571428571,0.7142857142857143,0,0,10,0.0
2024-10-08,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,1,0,10,0.0
2024-10-09,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,2,0,10,1.0
2024-10-10,Ph01_Z01_C01,3.76025E+12,1.0,0.0,2.0,1.0,0.7142857142857143,0.7142857142857143,3,0,10,1.0
2024-10-11,Ph01_Z01_C01,3.76025E+12,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,4,0,10,0.0
2024-10-12,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,0.0,0.7142857142857143,0.7142857142857143,5,1,10,7.0
2024-10-13,Ph01_Z01_C01,3.76025E+12,7.0,0.0,3.0,0.0,1.2857142857142858,1.2142857142857142,6,1,10,0.0
2024-10-14,Ph01_Z01_C01,3.76025E+12,0.0,7.0,0.0,2.0,1.2857142857142858,1.0714285714285714,0,0,10,2.0
2024-10-15,Ph01_Z01_C01,3.76025E+12,2.0,0.0,0.0,0.0,1.5714285714285714,1.2142857142857142,1,0,10,1.0
2024-10-16,Ph01_Z01_C01,3.76025E+12,1.0,2.0,0.0,0.0,1.7142857142857142,1.2857142857142858,2,0,10,1.0
2024-10-17,Ph01_Z01_C01,3.76025E+12,1.0,1.0,1.0,2.0,1.7142857142857142,1.2142857142857142,3,0,10,1.0
2024-10-18,Ph01_Z01_C01,3.76025E+12,1.0,1.0,1.0,1.0,1.7142857142857142,1.2142857142857142,4,0,10,0.0
2024-10-19,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,0.0,1.7142857142857142,1.2142857142857142,5,1,10,0.0
2024-10-20,Ph01_Z01_C01,3.76025E+12,0.0,0.0,7.0,3.0,0.7142857142857143,1.0,6,1,10,1.0
2024-10-21,Ph01_Z01_C01,3.76025E+12,1.0,0.0,0.0,0.0,0.8571428571428571,1.0714285714285714,0,0,10,1.0
2024-10-22,Ph01_Z01_C01,3.76025E+12,1.0,1.0,2.0,0.0,0.7142857142857143,1.1428571428571428,1,0,10,0.0
2024-10-23,Ph01_Z01_C01,3.76025E+12,0.0,1.0,1.0,0.0,0.5714285714285714,1.1428571428571428,2,0,10,1.0
2024-10-24,Ph01_Z01_C01,3.76025E+12,1.0,0.0,1.0,1.0,0.5714285714285714,1.1428571428571428,3,0,10,1.0
2024-10-25,Ph01_Z01_C01,3.76025E+12,1.0,1.0,1.0,1.0,0.5714285714285714,1.1428571428571428,4,0,10,0.0
2024-10-26,Ph01_Z01_C01,3.76025E+12,0.0,1.0,0.0,0.0,0.5714285714285714,1.1428571428571428,5,1,10,0.0
2024-10-27,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,7.0,0.5714285714285714,0.6428571428571429,6,1,10,0.0
2024-10-28,Ph01_Z01_C01,3.76025E+12,0.0,0.0,1.0,0.0,0.42857142857142855,0.6428571428571429,0,0,10,0.0
2024-10-29,Ph01_Z01_C01,3.76025E+12,0.0,0.0,1.0,2.0,0.2857142857142857,0.5,1,0,10,0.0
2024-10-30,Ph01_Z01_C01,3.76025E+12,0.0,0.0,0.0,1.0,0.2857142857142857,0.42857142857142855,2,0,10,0.0
2024-10-31,Ph01_Z01_C01,3.76025E+12,0.0,0.0,1.0,1.0,0.14285714285714285,0.35714285714285715,3,0,10,2.0
2024-01-04,Ph01_Z01_C01,4.26012E+12,6.0,0.0,0.0,0.0,6.0,6.0,3,0,1,0.0
2024-01-05,Ph01_Z01_C01,4.26012E+12,0.0,6.0,0.0,0.0,3.0,3.0,4,0,1,6.0
2024-01-06,Ph01_Z01_C01,4.26012E+12,6.0,0.0,0.0,0.0,4.0,4.0,5,1,1,0.0
2024-01-07,Ph01_Z01_C01,4.26012E+12,0.0,6.0,0.0,0.0,3.0,3.0,6,1,1,0.0
2024-01-08,Ph01_Z01_C01,4.26012E+12,0.0,0.0,0.0,0.0,2.4,2.4,0,0,1,1.0
2024-01-09,Ph01_Z01_C01,4.26012E+12,1.0,0.0,0.0,0.0,2.1666666666666665,2.1666666666666665,1,0,1,1.0
2024-01-10,Ph01_Z01_C01,4.26012E+12,1.0,1.0,0.0,0.0,2.0,2.0,2,0,1,9.0
2024-01-11,Ph01_Z01_C01,4.26012E+12,9.0,1.0,6.0,0.0,2.4285714285714284,2.875,3,0,1,2.0
2024-01-12,Ph01_Z01_C01,4.26012E+12,2.0,9.0,0.0,0.0,2.7142857142857144,2.7777777777777777,4,0,1,1.0
2024-01-13,Ph01_Z01_C01,4.26012E+12,1.0,2.0,6.0,0.0,2.0,2.6,5,1,1,0.0
2024-01-14,Ph01_Z01_C01,4.26012E+12,0.0,1.0,0.0,0.0,2.0,2.3636363636363638,6,1,1,0.0
2024-01-15,Ph01_Z01_C01,4.26012E+12,0.0,0.0,0.0,0.0,2.0,2.1666666666666665,0,0,1,8.0
2024-01-16,Ph01_Z01_C01,4.26012E+12,8.0,0.0,1.0,0.0,3.0,2.6153846153846154,1,0,1,10.0
2024-01-17,Ph01_Z01_C01,4.26012E+12,10.0,8.0,1.0,0.0,4.285714285714286,3.142857142857143,2,0,1,1.0
2024-01-18,Ph01_Z01_C01,4.26012E+12,1.0,10.0,9.0,6.0,3.142857142857143,2.7857142857142856,3,0,1,0.0
2024-01-19,Ph01_Z01_C01,4.26012E+12,0.0,1.0,2.0,0.0,2.857142857142857,2.7857142857142856,4,0,1,1.0
2024-01-20,Ph01_Z01_C01,4.26012E+12,1.0,0.0,1.0,6.0,2.857142857142857,2.4285714285714284,5,1,1,0.0
2024-01-21,Ph01_Z01_C01,4.26012E+12,0.0,1.0,0.0,0.0,2.857142857142857,2.4285714285714284,6,1,1,0.0
2024-01-22,Ph01_Z01_C01,4.26012E+12,0.0,0.0,0.0,0.0,2.857142857142857,2.4285714285714284,0,0,1,1.0
2024-01-23,Ph01_Z01_C01,4.26012E+12,1.0,0.0,8.0,1.0,1.8571428571428572,2.4285714285714284,1,0,1,0.0
2024-01-24,Ph01_Z01_C01,4.26012E+12,0.0,1.0,10.0,1.0,0.42857142857142855,2.357142857142857,2,0,1,0.0
2024-01-25,Ph01_Z01_C01,4.26012E+12,0.0,0.0,1.0,9.0,0.2857142857142857,1.7142857142857142,3,0,1,0.0
2024-01-26,Ph01_Z01_C01,4.26012E+12,0.0,0.0,0.0,2.0,0.2857142857142857,1.5714285714285714,4,0,1,7.0
2024-01-27,Ph01_Z01_C01,4.26012E+12,7.0,0.0,1.0,1.0,1.1428571428571428,2.0,5,1,1,2.0
2024-01-28,Ph01_Z01_C01,4.26012E+12,2.0,7.0,0.0,0.0,1.4285714285714286,2.142857142857143,6,1,1,1.0
2024-01-29,Ph01_Z01_C01,4.26012E+12,1.0,2.0,0.0,0.0,1.5714285714285714,2.2142857142857144,0,0,1,3.0
2024-01-30,Ph01_Z01_C01,4.26012E+12,3.0,1.0,1.0,8.0,1.8571428571428572,1.8571428571428572,1,0,1,0.0
2024-01-31,Ph01_Z01_C01,4.26012E+12,0.0,3.0,0.0,10.0,1.8571428571428572,1.1428571428571428,2,0,1,5.0
2024-02-01,Ph01_Z01_C01,4.26012E+12,5.0,0.0,0.0,1.0,2.5714285714285716,1.4285714285714286,3,0,2,1.0
2024-02-02,Ph01_Z01_C01,4.26012E+12,1.0,5.0,0.0,0.0,2.7142857142857144,1.5,4,0,2,5.0
2024-02-03,Ph01_Z01_C01,4.26012E+12,5.0,1.0,7.0,1.0,2.4285714285714284,1.7857142857142858,5,1,2,1.0
2024-02-04,Ph01_Z01_C01,4.26012E+12,1.0,5.0,2.0,0.0,2.2857142857142856,1.8571428571428572,6,1,2,1.0
2024-02-05,Ph01_Z01_C01,4.26012E+12,1.0,1.0,1.0,0.0,2.2857142857142856,1.9285714285714286,0,0,2,0.0
2024-02-06,Ph01_Z01_C01,4.26012E+12,0.0,1.0,3.0,1.0,1.8571428571428572,1.8571428571428572,1,0,2,1.0
2024-02-07,Ph01_Z01_C01,4.26012E+12,1.0,0.0,0.0,0.0,2.0,1.9285714285714286,2,0,2,2.0
2024-02-08,Ph01_Z01_C01,4.26012E+12,2.0,1.0,5.0,0.0,1.5714285714285714,2.0714285714285716,3,0,2,1.0
2024-02-09,Ph01_Z01_C01,4.26012E+12,1.0,2.0,1.0,0.0,1.5714285714285714,2.142857142857143,4,0,2,0.0
2024-02-10,Ph01_Z01_C01,4.26012E+12,0.0,1.0,5.0,7.0,0.8571428571428571,1.6428571428571428,5,1,2,0.0
2024-02-11,Ph01_Z01_C01,4.26012E+12,0.0,0.0,1.0,2.0,0.7142857142857143,1.5,6,1,2,0.0
2024-02-12,Ph01_Z01_C01,4.26012E+12,0.0,0.0,1.0,1.0,0.5714285714285714,1.4285714285714286,0,0,2,3.0
2024-02-13,Ph01_Z01_C01,4.26012E+12,3.0,0.0,0.0,3.0,1.0,1.4285714285714286,1,0,2,0.0
2024-02-14,Ph01_Z01_C01,4.26012E+12,0.0,3.0,1.0,0.0,0.8571428571428571,1.4285714285714286,2,0,2,1.0
2024-02-15,Ph01_Z01_C01,4.26012E+12,1.0,0.0,2.0,5.0,0.7142857142857143,1.1428571428571428,3,0,2,1.0
2024-02-16,Ph01_Z01_C01,4.26012E+12,1.0,1.0,1.0,1.0,0.7142857142857143,1.1428571428571428,4,0,2,1.0
2024-02-17,Ph01_Z01_C01,4.26012E+12,1.0,1.0,0.0,5.0,0.8571428571428571,0.8571428571428571,5,1,2,1.0
2024-02-18,Ph01_Z01_C01,4.26012E+12,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,6,1,2,2.0
2024-02-19,Ph01_Z01_C01,4.26012E+12,2.0,1.0,0.0,1.0,1.2857142857142858,0.9285714285714286,0,0,2,4.0
2024-02-20,Ph01_Z01_C01,4.26012E+12,4.0,2.0,3.0,0.0,1.4285714285714286,1.2142857142857142,1,0,2,6.0
2024-02-21,Ph01_Z01_C01,4.26012E+12,6.0,4.0,0.0,1.0,2.2857142857142856,1.5714285714285714,2,0,2,0.0
2024-02-22,Ph01_Z01_C01,4.26012E+12,0.0,6.0,1.0,2.0,2.142857142857143,1.4285714285714286,3,0,2,2.0
2024-02-23,Ph01_Z01_C01,4.26012E+12,2.0,0.0,1.0,1.0,2.2857142857142856,1.5,4,0,2,0.0
2024-02-24,Ph01_Z01_C01,4.26012E+12,0.0,2.0,1.0,0.0,2.142857142857143,1.5,5,1,2,1.0
2024-02-25,Ph01_Z01_C01,4.26012E+12,1.0,0.0,1.0,0.0,2.142857142857143,1.5714285714285714,6,1,2,1.0
2024-02-26,Ph01_Z01_C01,4.26012E+12,1.0,1.0,2.0,0.0,2.0,1.6428571428571428,0,0,2,4.0
2024-02-27,Ph01_Z01_C01,4.26012E+12,4.0,1.0,4.0,3.0,2.0,1.7142857142857142,1,0,2,0.0
2024-02-28,Ph01_Z01_C01,4.26012E+12,0.0,4.0,6.0,0.0,1.1428571428571428,1.7142857142857142,2,0,2,0.0
2024-02-29,Ph01_Z01_C01,4.26012E+12,0.0,0.0,0.0,1.0,1.1428571428571428,1.6428571428571428,3,0,2,0.0
2024-03-01,Ph01_Z01_C01,4.26012E+12,0.0,0.0,2.0,1.0,0.8571428571428571,1.5714285714285714,4,0,3,3.0
2024-03-02,Ph01_Z01_C01,4.26012E+12,3.0,0.0,0.0,1.0,1.2857142857142858,1.7142857142857142,5,1,3,6.0
2024-03-03,Ph01_Z01_C01,4.26012E+12,6.0,3.0,1.0,1.0,2.0,2.0714285714285716,6,1,3,3.0
2024-03-04,Ph01_Z01_C01,4.26012E+12,3.0,6.0,1.0,2.0,2.2857142857142856,2.142857142857143,0,0,3,1.0
2024-03-05,Ph01_Z01_C01,4.26012E+12,1.0,3.0,4.0,4.0,1.8571428571428572,1.9285714285714286,1,0,3,1.0
2024-03-06,Ph01_Z01_C01,4.26012E+12,1.0,1.0,0.0,6.0,2.0,1.5714285714285714,2,0,3,0.0
2024-03-07,Ph01_Z01_C01,4.26012E+12,0.0,1.0,0.0,0.0,2.0,1.5714285714285714,3,0,3,1.0
2024-03-08,Ph01_Z01_C01,4.26012E+12,1.0,0.0,0.0,2.0,2.142857142857143,1.5,4,0,3,2.0
2024-03-09,Ph01_Z01_C01,4.26012E+12,2.0,1.0,3.0,0.0,2.0,1.6428571428571428,5,1,3,2.0
2024-03-10,Ph01_Z01_C01,4.26012E+12,2.0,2.0,6.0,1.0,1.4285714285714286,1.7142857142857142,6,1,3,0.0
2024-03-11,Ph01_Z01_C01,4.26012E+12,0.0,2.0,3.0,1.0,1.0,1.6428571428571428,0,0,3,1.0
2024-03-12,Ph01_Z01_C01,4.26012E+12,1.0,0.0,1.0,4.0,1.0,1.4285714285714286,1,0,3,0.0
2024-03-13,Ph01_Z01_C01,4.26012E+12,0.0,1.0,1.0,0.0,0.8571428571428571,1.4285714285714286,2,0,3,0.0
2024-03-14,Ph01_Z01_C01,4.26012E+12,0.0,0.0,0.0,0.0,0.8571428571428571,1.4285714285714286,3,0,3,0.0
2024-03-15,Ph01_Z01_C01,4.26012E+12,0.0,0.0,1.0,0.0,0.7142857142857143,1.4285714285714286,4,0,3,0.0
2024-03-16,Ph01_Z01_C01,4.26012E+12,0.0,0.0,2.0,3.0,0.42857142857142855,1.2142857142857142,5,1,3,0.0
2024-03-17,Ph01_Z01_C01,4.26012E+12,0.0,0.0,2.0,6.0,0.14285714285714285,0.7857142857142857,6,1,3,0.0
2024-03-18,Ph01_Z01_C01,4.26012E+12,0.0,0.0,0.0,3.0,0.14285714285714285,0.5714285714285714,0,0,3,1.0
2024-03-19,Ph01_Z01_C01,4.26012E+12,1.0,0.0,1.0,1.0,0.14285714285714285,0.5714285714285714,1,0,3,0.0
2024-03-20,Ph01_Z01_C01,4.26012E+12,0.0,1.0,0.0,1.0,0.14285714285714285,0.5,2,0,3,4.0
2024-03-21,Ph01_Z01_C01,4.26012E+12,4.0,0.0,0.0,0.0,0.7142857142857143,0.7857142857142857,3,0,3,0.0
2024-03-22,Ph01_Z01_C01,4.26012E+12,0.0,4.0,0.0,1.0,0.7142857142857143,0.7142857142857143,4,0,3,0.0
2024-03-23,Ph01_Z01_C01,4.26012E+12,0.0,0.0,0.0,2.0,0.7142857142857143,0.5714285714285714,5,1,3,4.0
2024-03-24,Ph01_Z01_C01,4.26012E+12,4.0,0.0,0.0,2.0,1.2857142857142858,0.7142857142857143,6,1,3,0.0
2024-03-25,Ph01_Z01_C01,4.26012E+12,0.0,4.0,0.0,0.0,1.2857142857142858,0.7142857142857143,0,0,3,2.0
2024-03-26,Ph01_Z01_C01,4.26012E+12,2.0,0.0,1.0,1.0,1.4285714285714286,0.7857142857142857,1,0,3,0.0
2024-03-27,Ph01_Z01_C01,4.26012E+12,0.0,2.0,0.0,0.0,1.4285714285714286,0.7857142857142857,2,0,3,0.0
2024-03-28,Ph01_Z01_C01,4.26012E+12,0.0,0.0,4.0,0.0,0.8571428571428571,0.7857142857142857,3,0,3,2.0
2024-03-29,Ph01_Z01_C01,4.26012E+12,2.0,0.0,0.0,0.0,1.1428571428571428,0.9285714285714286,4,0,3,3.0
2024-03-30,Ph01_Z01_C01,4.26012E+12,3.0,2.0,0.0,0.0,1.5714285714285714,1.1428571428571428,5,1,3,1.0
2024-03-31,Ph01_Z01_C01,4.26012E+12,1.0,3.0,4.0,0.0,1.1428571428571428,1.2142857142857142,6,1,3,3.0
2024-04-01,Ph01_Z01_C01,4.26012E+12,3.0,1.0,0.0,0.0,1.5714285714285714,1.4285714285714286,0,0,4,8.0
2024-04-02,Ph01_Z01_C01,4.26012E+12,8.0,3.0,2.0,1.0,2.4285714285714284,1.9285714285714286,1,0,4,1.0
2024-04-03,Ph01_Z01_C01,4.26012E+12,1.0,8.0,0.0,0.0,2.5714285714285716,2.0,2,0,4,1.0
2024-04-04,Ph01_Z01_C01,4.26012E+12,1.0,1.0,0.0,4.0,2.7142857142857144,1.7857142857142858,3,0,4,1.0
2024-04-05,Ph01_Z01_C01,4.26012E+12,1.0,1.0,2.0,0.0,2.5714285714285716,1.8571428571428572,4,0,4,3.0
2024-04-06,Ph01_Z01_C01,4.26012E+12,3.0,1.0,3.0,0.0,2.5714285714285716,2.0714285714285716,5,1,4,1.0
2024-04-07,Ph01_Z01_C01,4.26012E+12,1.0,3.0,1.0,4.0,2.5714285714285716,1.8571428571428572,6,1,4,0.0
2024-04-08,Ph01_Z01_C01,4.26012E+12,0.0,1.0,3.0,0.0,2.142857142857143,1.8571428571428572,0,0,4,2.0
2024-04-09,Ph01_Z01_C01,4.26012E+12,2.0,0.0,8.0,2.0,1.2857142857142858,1.8571428571428572,1,0,4,1.0
2024-04-10,Ph01_Z01_C01,4.26012E+12,1.0,2.0,1.0,0.0,1.2857142857142858,1.9285714285714286,2,0,4,0.0
2024-04-11,Ph01_Z01_C01,4.26012E+12,0.0,1.0,1.0,0.0,1.1428571428571428,1.9285714285714286,3,0,4,2.0
2024-04-12,Ph01_Z01_C01,4.26012E+12,2.0,0.0,1.0,2.0,1.2857142857142858,1.9285714285714286,4,0,4,3.0
2024-04-13,Ph01_Z01_C01,4.26012E+12,3.0,2.0,3.0,3.0,1.2857142857142858,1.9285714285714286,5,1,4,4.0
2024-04-14,Ph01_Z01_C01,4.26012E+12,4.0,3.0,1.0,1.0,1.7142857142857142,2.142857142857143,6,1,4,1.0
2024-04-15,Ph01_Z01_C01,4.26012E+12,1.0,4.0,0.0,3.0,1.8571428571428572,2.0,0,0,4,3.0
2024-04-16,Ph01_Z01_C01,4.26012E+12,3.0,1.0,2.0,8.0,2.0,1.6428571428571428,1,0,4,1.0
2024-04-17,Ph01_Z01_C01,4.26012E+12,1.0,3.0,1.0,1.0,2.0,1.6428571428571428,2,0,4,2.0
2024-04-18,Ph01_Z01_C01,4.26012E+12,2.0,1.0,0.0,1.0,2.2857142857142856,1.7142857142857142,3,0,4,3.0
2024-04-19,Ph01_Z01_C01,4.26012E+12,3.0,2.0,2.0,1.0,2.4285714285714284,1.8571428571428572,4,0,4,0.0
2024-04-20,Ph01_Z01_C01,4.26012E+12,0.0,3.0,3.0,3.0,2.0,1.6428571428571428,5,1,4,0.0
2024-04-21,Ph01_Z01_C01,4.26012E+12,0.0,0.0,4.0,1.0,1.4285714285714286,1.5714285714285714,6,1,4,1.0
2024-04-22,Ph01_Z01_C01,4.26012E+12,1.0,0.0,1.0,0.0,1.4285714285714286,1.6428571428571428,0,0,4,0.0
2024-04-23,Ph01_Z01_C01,4.26012E+12,0.0,1.0,3.0,2.0,1.0,1.5,1,0,4,2.0
2024-04-24,Ph01_Z01_C01,4.26012E+12,2.0,0.0,1.0,1.0,1.1428571428571428,1.5714285714285714,2,0,4,4.0
2024-04-25,Ph01_Z01_C01,4.26012E+12,4.0,2.0,2.0,0.0,1.4285714285714286,1.8571428571428572,3,0,4,2.0
2024-04-26,Ph01_Z01_C01,4.26012E+12,2.0,4.0,3.0,2.0,1.2857142857142858,1.8571428571428572,4,0,4,1.0
2024-04-27,Ph01_Z01_C01,4.26012E+12,1.0,2.0,0.0,3.0,1.4285714285714286,1.7142857142857142,5,1,4,3.0
2024-04-28,Ph01_Z01_C01,4.26012E+12,3.0,1.0,0.0,4.0,1.8571428571428572,1.6428571428571428,6,1,4,0.0
2024-04-29,Ph01_Z01_C01,4.26012E+12,0.0,3.0,1.0,1.0,1.7142857142857142,1.5714285714285714,0,0,4,7.0
2024-04-30,Ph01_Z01_C01,4.26012E+12,7.0,0.0,0.0,3.0,2.7142857142857144,1.8571428571428572,1,0,4,0.0
2024-05-01,Ph01_Z01_C01,4.26012E+12,0.0,7.0,2.0,1.0,2.4285714285714284,1.7857142857142858,2,0,5,3.0
2024-05-02,Ph01_Z01_C01,4.26012E+12,3.0,0.0,4.0,2.0,2.2857142857142856,1.8571428571428572,3,0,5,3.0
2024-05-03,Ph01_Z01_C01,4.26012E+12,3.0,3.0,2.0,3.0,2.4285714285714284,1.8571428571428572,4,0,5,1.0
2024-05-04,Ph01_Z01_C01,4.26012E+12,1.0,3.0,1.0,0.0,2.4285714285714284,1.9285714285714286,5,1,5,0.0
2024-05-05,Ph01_Z01_C01,4.26012E+12,0.0,1.0,3.0,0.0,2.0,1.9285714285714286,6,1,5,2.0
2024-05-06,Ph01_Z01_C01,4.26012E+12,2.0,0.0,0.0,1.0,2.2857142857142856,2.0,0,0,5,0.0
